318.1	38.3	47	0.4	55127.2894
316.5	40.4	53	0.7	55002.6617
312.1	41.4	30	0.7	55438.5368
325.5	40.8	35	0.4	55584.0482
329.4	43.3	43	0.4	55193.1248
316.0	43.7	24	0.7	57977.5023
318.2	44.7	24	0.8	56743.7787
324.5	46.2	61	0.7	57126.9051
309.2	40.3	26	0.8	54469.0634
305.0	44.0	68	0.4	54858.0545
339.8	45.1	29	0.3	57082.0375
338.1	45.7	33	0.4	54767.3972
334.5	49.8	29	0.8	55077.4994
358.4	46.0	23	0.7	56623.3102
354.4	48.4	35	0.4	57240.6321
346.9	48.6	37	0.5	54869.1346
348.0	50.6	56	1.0	54862.028
327.2	50.2	25	0.6	54866.9962
302.9	47.9	40	0.8	57331.213
295.9	47.3	54	0.4	54961.7086
286.4	47.3	52	0.9	55974.7994
289.3	48.2	36	0.4	56608.0771
290.2	50.7	41	0.5	57291.3221
283.9	50.6	36	0.4	55441.3219
283.9	51.5	99	0.7	55913.0551
281.7	48.8	47	0.7	55449.2301
281.8	50.8	50	0.6	55036.4211
277.3	47.4	53	0.5	56486.348
277.1	50.6	46	0.7	56821.5784
5.0	48.1	26	0.5	55180.3165
9.2	46.4	68	0.9	57892.916
14.3	45.8	33	0.3	57684.4801
6.8	50.6	49	0.7	55598.0724
18.8	44.5	71	0.2	55693.9033
20.9	44.0	55	0.2	54834.2881
15.5	46.8	45	0.4	56659.261
22.3	43.5	37	0.7	55110.5802
16.3	52.8	91	0.2	54726.5353
20.1	51.9	27	0.5	55383.7728
29.5	41.8	27	0.7	54445.3177
37.4	40.4	44	0.5	54460.1948
39.6	42.9	38	0.4	56800.9599
44.4	38.8	62	0.6	55863.6208
43.5	36.9	35	0.3	57258.5917
47.4	39.5	32	0.3	55573.1833
36.8	50.0	38	0.4	54500.1578
42.4	48.0	48	0.6	55883.5321
43.2	44.7	46	0.4	54854.3592
59.1	44.6	107	0.6	57134.113
56.7	42.2	58	0.3	55780.6554
57.9	48.5	26	0.6	55079.6511
62.5	47.9	50	0.7	55515.5412
63.3	47.2	49	0.6	55515.5241
64.7	44.7	41	0.6	55257.3102
66.0	44.6	28	0.4	56188.6768
67.5	43.2	77	0.5	55816.5661
67.1	50.5	37	0.3	55561.3294
68.6	50.7	27	0.3	54885.2253
70.2	44.7	36	0.7	55892.5663
74.0	43.9	91	0.3	57793.3256
79.2	45.8	48	0.3	54776.4637
86.5	45.4	32	0.8	55549.5549
266.3	45.0	53	0.3	55158.1051
264.6	47.5	104	0.5	55828.1478
264.1	47.8	37	0.4	55267.7103
262.2	46.7	24	0.6	55836.247
259.0	48.8	43	0.4	56963.1109
236.3	49.1	43	0.5	54487.766
238.3	40.8	21	0.9	57097.7912
236.6	43.1	35	0.9	54471.8525
232.1	43.7	55	0.6	56575.0804
232.3	44.3	29	0.4	55576.7913
230.5	50.7	44	0.3	57238.2466
221.5	51.5	59	0.5	55744.311
227.1	47.0	27	0.5	57766.7333
219.6	49.8	47	0.3	56643.8456
228.8	37.1	37	0.4	55915.8499
224.6	42.2	77	0.7	55513.0042
224.7	38.1	83	0.9	54533.5274
224.8	36.5	59	0.5	54774.1293
225.5	35.7	69	0.2	56129.2241
218.0	38.8	80	0.2	55757.1494
219.3	44.6	32	0.3	55079.0796
218.2	43.0	48	0.4	55784.276
217.8	41.8	56	0.4	54789.9832
209.0	43.4	26	0.3	57583.3353
206.0	52.6	54	0.8	55905.8203
205.3	43.3	31	0.6	57003.884
200.8	43.2	38	0.3	56552.0333
196.8	47.3	30	0.6	55575.7519
195.2	44.4	37	0.9	55752.2386
196.9	49.4	42	0.6	55096.9442
183.5	50.0	41	0.4	55949.6253
183.2	49.4	25	0.9	57693.9492
183.4	48.1	37	0.6	55961.5995
90.0	52.1	40	0.5	55873.6153
93.7	48.8	29	0.5	54758.7354
91.1	48.5	36	0.7	54746.7029
106.5	51.2	40	0.3	54752.6923
106.2	49.0	33	0.7	54906.221
121.7	49.4	81	0.7	56173.8777
106.3	47.8	67	0.4	56652.5658
112.0	49.8	51	0.3	54775.5938
106.0	45.8	32	0.7	54719.8235
110.6	44.5	35	0.9	57456.2909
112.9	43.1	47	0.3	54728.6853
117.5	43.0	31	0.5	55192.6263
168.3	49.3	53	0.4	55687.3438
158.5	50.2	31	0.7	56896.0581
157.1	47.2	44	0.5	55529.712
150.9	47.7	57	0.2	56779.2928
153.0	47.6	43	0.7	57627.9902
163.3	44.3	46	0.4	56867.1582
161.3	44.7	35	0.8	55195.6622
157.8	44.1	28	0.4	57414.4587
141.8	47.1	32	0.4	56314.6327
134.7	47.4	29	0.4	55179.6599
126.7	44.8	44	0.3	55543.5457
124.0	44.5	70	0.6	55628.4732
126.4	43.5	54	0.8	55857.7747
145.6	45.4	52	0.3	55900.7201
150.2	42.1	98	0.5	56681.6112
143.7	40.3	34	0.5	54796.8022
129.5	38.8	35	0.4	56304.5414
133.6	39.5	29	0.4	55249.4444
133.6	39.3	23	0.5	55911.686
140.4	40.2	33	0.4	54459.5748
136.3	38.7	34	0.5	55643.5032
142.3	38.6	93	0.6	57262.0379
134.0	36.8	28	0.4	55195.6057
135.2	36.0	26	0.5	56957.753
315.1	-35.3	30	0.4	56540.3675
318.0	-36.4	81	0.2	55010.6557
318.8	-33.4	40	0.4	55977.8626
319.4	-36.9	43	0.5	56245.9035
319.9	-37.0	34	0.6	54595.94
320.0	-36.0	36	0.4	54782.5294
319.5	-35.0	34	0.4	56287.4673
319.4	-34.3	50	0.2	54562.897
322.1	-35.7	32	0.3	57177.4625
317.0	-32.6	63	0.2	56592.1546
317.8	-31.2	38	0.8	56193.4278
318.8	-31.9	33	0.5	55178.2668
318.6	-29.6	46	0.4	56415.7823
320.8	-33.5	39	0.4	55124.3947
320.8	-31.1	43	0.5	56006.7746
323.1	-32.5	30	0.6	55299.6074
322.4	-31.7	31	0.4	57950.6722
323.3	-38.6	34	0.3	56673.2694
326.0	-38.9	34	0.4	57074.167
327.6	-36.6	62	0.2	56743.9321
331.1	-39.5	25	0.9	57506.4015
332.4	-40.2	22	0.8	56898.8392
332.8	-39.9	62	0.6	55829.4193
328.7	-38.2	64	0.2	55511.3392
325.2	-34.8	86	0.7	56487.3022
326.5	-35.3	130	0.1	54794.2642
325.6	-34.4	38	0.3	57020.9837
325.5	-34.2	44	0.2	55568.1226
327.0	-34.3	54	0.2	55531.1192
324.8	-31.8	59	0.4	54854.0166
327.8	-33.8	116	0.5	56850.4296
332.0	-36.7	35	0.6	56963.3278
331.0	-36.1	55	0.2	54628.7087
331.7	-36.1	43	0.7	54809.22
328.1	-33.9	31	0.4	57327.9681
331.9	-34.9	51	0.2	57765.1159
331.5	-34.5	31	0.2	54789.8856
333.3	-35.1	68	0.3	55511.1264
318.5	-28.8	36	0.3	56251.4675
315.6	-24.7	63	0.2	54625.577
317.3	-26.0	48	0.4	56002.1348
320.4	-28.3	50	0.5	56974.114
319.9	-26.0	60	0.2	54590.6034
322.8	-27.1	42	0.3	56877.6175
315.2	-22.1	46	0.2	57465.8809
316.1	-20.5	41	0.2	56298.9598
323.1	-25.5	28	0.4	56188.1491
320.4	-23.1	29	0.6	56143.6982
320.3	-22.5	47	0.3	56963.3703
319.5	-21.1	36	0.5	54315.4173
322.7	-22.3	48	0.2	56319.0944
324.4	-31.3	49	0.7	57247.5286
324.5	-30.8	35	0.3	55580.3613
324.5	-29.7	56	0.3	57598.2204
328.9	-32.0	51	0.5	55726.6878
332.7	-32.8	58	0.2	55751.6814
330.5	-30.0	53	0.2	57066.0227
332.5	-30.6	32	0.4	57144.5305
333.0	-30.8	27	0.6	55907.895
331.5	-29.6	76	0.5	56515.2642
324.0	-24.7	81	0.7	55890.053
325.3	-25.6	32	0.4	55937.2291
324.7	-24.8	78	0.5	55829.2262
325.8	-27.2	69	0.3	56902.2147
326.0	-24.1	31	0.4	57843.5836
327.2	-23.8	55	0.2	54750.3984
331.2	-27.7	26	0.4	54465.4113
328.6	-23.9	30	0.8	56861.392
330.5	-24.1	93	0.3	54528.975
332.4	-26.1	34	0.4	54488.1697
332.3	-25.5	40	0.4	55622.1773
333.0	-24.3	44	0.5	55867.5717
336.1	-41.6	46	0.4	55387.7519
336.3	-41.3	44	0.8	57161.5359
336.7	-41.6	96	0.2	55852.2633
338.0	-40.9	42	0.3	54593.0094
343.7	-42.0	36	0.4	58084.293
345.8	-42.8	65	0.4	55717.7145
339.5	-40.8	85	0.5	55742.665
341.6	-41.2	31	0.6	55194.4416
342.5	-40.1	108	0.3	54624.104
343.0	-41.3	80	0.7	55063.9644
343.0	-40.5	40	0.4	56651.2666
343.7	-40.1	51	0.3	54989.5949
334.8	-37.0	46	0.7	57058.4491
334.0	-36.6	44	0.4	56241.4643
335.5	-36.7	31	0.7	56317.3482
338.8	-38.2	39	0.2	57043.978
336.9	-37.8	32	0.7	55520.5267
335.8	-36.3	40	0.5	54633.9158
338.1	-36.9	33	0.5	54592.0999
339.6	-38.5	24	0.6	57445.1396
342.7	-38.6	44	0.3	55514.4408
344.0	-39.0	23	0.9	54589.6802
342.4	-36.8	50	0.3	55545.9973
344.8	-37.6	55	0.6	56755.8732
344.4	-37.2	26	0.4	55956.7581
344.2	-36.4	34	0.5	56185.3281
350.9	-44.6	49	0.3	54749.6014
349.6	-43.8	60	0.3	55578.1009
352.3	-43.7	52	0.6	55186.321
352.4	-43.1	32	0.2	57741.2178
347.5	-41.4	45	0.4	55630.749
347.4	-40.5	37	0.2	57732.2907
349.8	-41.1	37	0.7	58082.6277
354.0	-44.3	47	0.3	57263.6755
356.0	-44.8	79	0.2	55572.1448
357.2	-42.9	67	0.2	56543.6936
357.5	-43.1	35	0.8	56337.1318
358.4	-42.2	62	0.4	54355.435
360.0	-42.5	44	0.3	55083.6339
348.9	-40.0	66	0.3	55531.3482
348.8	-37.6	33	0.5	57089.0455
349.5	-36.6	40	0.5	55709.4899
352.8	-37.6	62	0.3	57102.3288
353.2	-39.4	42	0.3	55639.2249
356.9	-39.6	48	0.3	57729.9998
357.8	-39.7	37	0.5	54756.8452
356.4	-39.0	33	0.4	57291.0589
356.0	-38.2	29	0.4	56256.2134
357.7	-38.5	28	0.5	57164.4654
359.7	-38.0	32	0.3	54842.8107
333.7	-33.2	42	0.4	55199.9096
339.0	-34.3	55	0.2	57274.4074
337.2	-33.0	53	0.2	56871.7082
338.1	-33.0	49	0.9	56781.459
341.4	-35.3	75	0.2	56696.0082
341.1	-33.7	44	0.3	57088.8783
345.8	-34.6	38	0.7	57011.9688
341.8	-32.1	54	0.5	56923.4762
342.6	-32.1	64	0.7	55438.5364
343.4	-32.3	42	0.5	55130.2393
343.8	-32.2	40	0.5	55477.6938
338.5	-29.8	39	0.3	57339.2801
336.0	-24.8	34	0.3	55191.3117
336.6	-26.8	28	0.5	55210.2531
336.8	-26.5	44	0.3	56194.0818
337.9	-26.7	46	0.2	55145.3364
336.4	-24.7	36	0.5	56736.2301
338.0	-25.7	31	0.5	54558.1604
339.6	-28.8	55	0.3	54781.1618
339.6	-27.9	37	0.5	55208.9485
342.2	-28.4	26	0.5	57808.1135
343.5	-29.9	27	0.6	56240.6121
345.1	-29.7	32	0.4	57428.7989
342.0	-27.3	71	0.2	56934.4172
341.7	-26.6	51	0.5	55427.5835
345.3	-28.3	45	0.4	57774.9802
344.6	-26.7	25	0.6	55477.6278
345.9	-26.1	56	0.4	55118.4366
346.7	-35.8	46	0.2	56338.9188
347.0	-35.8	26	0.4	58112.4098
350.3	-35.4	28	0.5	56695.9055
352.1	-35.3	43	0.3	57062.1744
346.6	-33.2	27	0.3	56315.7993
347.5	-33.8	31	0.5	57333.5194
346.8	-31.9	31	0.7	57711.4944
349.7	-33.4	68	0.4	56704.6896
352.3	-32.2	27	0.4	55663.217
353.6	-36.2	28	0.3	55536.5514
354.6	-35.7	35	0.4	54574.0742
358.6	-36.2	24	0.7	57298.3368
356.5	-35.1	40	0.4	55113.1617
356.1	-33.5	47	0.4	54724.855
354.9	-32.4	125	0.4	57003.6196
357.1	-34.1	43	0.3	57191.6706
358.6	-33.6	22	0.6	57173.5752
356.6	-32.0	73	0.4	56461.7104
357.2	-32.0	83	0.7	54507.0935
358.5	-32.8	49	0.3	55719.9024
350.4	-30.4	31	0.5	56239.4557
351.7	-30.9	51	0.8	55423.307
351.7	-30.5	37	0.3	56752.1874
347.9	-26.8	76	0.2	56297.0129
348.5	-26.8	28	0.8	57929.9617
350.6	-28.6	23	0.4	57997.7207
353.7	-31.1	26	0.8	57783.2558
356.1	-31.3	42	0.3	55049.8886
354.7	-31.0	37	0.3	54541.9204
354.8	-30.6	78	0.2	55867.4204
354.0	-30.2	45	0.4	55593.3401
357.0	-31.4	53	0.3	55887.1045
358.9	-31.5	55	0.4	54309.6928
358.6	-30.1	41	0.3	56786.92
355.4	-27.8	41	0.5	55889.3052
355.7	-26.7	36	0.4	55704.5777
315.3	-18.2	72	0.3	56236.3975
318.2	-19.8	21	0.8	57281.1742
315.0	-16.7	263	0.1	54789.2282
316.4	-16.5	65	0.2	55853.3674
318.4	-16.7	42	0.3	56538.2949
322.1	-19.8	61	0.2	55743.5403
322.9	-19.8	40	0.5	54454.4518
320.1	-17.9	31	0.4	54480.2071
320.6	-17.7	23	0.7	57013.9881
322.6	-17.4	59	0.2	56131.5452
315.2	-14.2	30	0.8	55199.1534
316.6	-15.2	40	0.4	54811.9425
316.7	-14.3	28	0.3	57081.9587
317.3	-10.6	22	0.4	55550.0021
318.9	-14.0	26	0.7	55386.6945
