21.2	-31.5		49	0.2	54332.6155
32.6	44.9		50	1.0	54332.6414
158.1	-1.1		24	0.5	54333.7672
194.1	3.4		23	0.9	54334.9044
123.3	-65.2		25	0.3	54335.0922
57.7	9.3		42	0.8	54335.6999
159.7	-61.4		44	0.3	54335.9578
73.3	9.7		66	0.9	54335.9877
136.6	33.5		28	0.6	54336.0570
341.4	-15.4		23	0.5	54336.2181
12.4	-22.6		38	1.0	54336.2660
147.2	-33.6		21	0.5	54336.7807
152.2	-26.3		28	0.5	54337.1864
264.1	-38.7		78	0.2	54337.2222
140.8	-40.4		21	1.0	54337.2422
199.5	-47.1		33	0.7	54337.2996
5.5	-21.7		27	0.4	54337.6916
225.2	-13.3		26	0.9	54337.9887
181.6	-42.4		37	0.4	54338.1702
246.7	-13.3		82	0.3	54338.2351
330.5	7.1		37	0.9	54339.2206
173.2	-5.0		29	0.5	54340.9029
219.1	-6.0		36	0.8	54342.0581
40.4	-29.3		34	0.7	54342.7767
251.5	-64.8		57	0.6	54344.6545
230.0	-73.5		58	0.4	54347.2011
291.3	-11.8		23	0.6	54347.2304
302.9	8.4		21	1.0	54347.5561
48.4	-46.6		61	1.0	54348.1496
127.4	-38.9		43	0.9	54348.9352
43.7	-40.7		19	0.7	54349.4693
263.7	17.7		31	0.9	54350.0630
110.6	-21.0		31	0.3	54350.7312
152.5	46.6		28	1.0	54350.8931
96.5	36.0		39	0.9	54350.9289
178.2	-18.0		18	0.6	54352.1116
120.4	18.9		34	0.7	54352.6370
135.7	-8.0		33	0.6	54353.9521
112.7	9.3		37	1.0	54353.9661
193.2	10.2		32	0.7	54354.2383
315.0	3.7		36	0.9	54354.5524
192.4	-16.6		40	0.7	54355.0767
267.4	-11.2		29	0.5	54355.1057
303.2	-33.0		28	0.5	54355.3694
358.4	-42.2		62	0.4	54355.4350
103.8	17.3		83	0.9	54356.0186
273.6	-36.9		34	0.6	54356.0758
288.8	-51.9		70	0.2	54360.4164
163.0	-32.4		69	0.3	54360.8689
243.0	13.4		25	0.8	54361.9588
3.0	2.1		77	0.4	54364.5251
105.0	-17.4		29	0.9	54364.7909
210.3	27.2		45	0.9	54364.9210
163.3	35.7		44	0.9	54369.0593
351.7	10.3		30	0.7	54369.6464
320.4	-65.5		32	0.6	54371.7128
9.1	-36.8		47	0.3	54372.4728
261.5	-24.8		41	0.2	54373.1982
262.9	-26.1		46	0.4	54373.2950
59.1	-41.3		33	0.5	54373.8286
151.8	1.6		26	1.0	54373.8825
323.3	-75.9		81	0.7	54374.9651
126.5	12.9		23	0.6	54374.9769
175.5	-6.3		24	0.6	54375.9723
22.6	-60.4		34	0.7	54376.6323
204.9	-58.4		29	0.8	54377.4605
145.8	27.3		56	0.7	54377.6590
60.4	-50.4		28	0.6	54379.4253
104.8	-5.0		45	0.4	54379.7114
248.0	-37.6		47	0.4	54381.1997
327.7	-34.4		47	0.7	54381.9728
43.3	-34.4		44	0.2	54382.6386
212.8	-77.4		39	0.6	54383.0331
18.8	30.2		34	0.8	54384.6617
24.3	-17.1		42	0.3	54385.4592
153.0	-10.1		49	0.3	54385.7666
212.4	-31.4		51	0.2	54386.0367
346.1	8.0		29	0.7	54386.5964
254.4	-39.1		30	0.8	54386.9795
214.6	-62.4		37	0.3	54388.0766
189.4	13.3		34	1.0	54388.7666
62.8	10.6		37	0.9	54388.7696
179.2	-57.9		30	0.5	54388.8364
120.1	-77.3		40	0.5	54389.0775
301.3	-39.9		47	0.2	54389.3530
196.2	-5.6		30	0.4	54390.8490
357.3	-50.4		37	1.0	54391.8120
225.4	-51.9		27	0.9	54391.8939
81.4	-10.9		43	0.4	54392.6766
192.2	40.8		25	1.0	54392.9464
115.4	-37.2		62	0.6	54392.9505
16.9	-10.1		43	0.7	54393.2720
142.1	-5.3		25	0.9	54393.5223
31.1	-31.2		50	0.2	54393.5716
224.1	29.3		47	0.8	54394.1992
74.2	-23.9		28	0.5	54394.8590
198.7	-69.0		30	0.6	54394.9233
183.6	39.7		52	0.9	54394.9809
170.1	-5.7		44	0.4	54395.8586
287.5	-30.8		38	0.3	54396.0940
143.7	-11.6		52	0.9	54396.5449
242.2	-47.2		32	0.6	54397.3147
357.2	-8.2		29	0.6	54397.5522
247.2	-3.8		41	0.9	54397.8253
268.2	20.3		22	0.9	54398.2271
16.5	20.1		45	0.5	54398.3120
88.3	-36.1		41	0.3	54398.5432
253.8	-18.4		45	0.5	54400.1867
170.6	-2.4		35	0.4	54405.7484
271.0	-53.0		58	0.8	54406.6076
111.2	28.9		22	0.8	54406.8463
158.9	-14.1		36	1.0	54408.0855
72.1	4.2		35	0.7	54408.6335
96.0	-75.7		65	0.9	54409.6891
355.6	-75.7		37	0.4	54410.2159
32.0	24.3		72	0.3	54410.3183
10.6	12.5		40	0.9	54410.4054
275.2	30.4		30	0.9	54410.9436
207.9	-75.0		52	0.6	54411.1693
51.4	7.1		27	1.0	54411.6971
102.8	-12.8		36	0.5	54411.8851
344.0	-19.2		35	0.9	54413.3623
313.8	-82.5		33	1.0	54413.5115
50.1	-7.4		41	0.7	54413.6588
75.2	-27.1		57	0.9	54413.9105
288.9	-17.3		32	0.3	54414.1979
299.5	-46.9		25	0.5	54414.3368
131.8	-24.2		70	0.3	54414.5962
96.2	16.2		23	0.8	54414.6952
53.4	10.1		37	1.0	54414.7049
239.1	-16.6		33	0.7	54414.8479
261.0	-45.5		33	0.3	54415.2258
338.8	32.6		30	0.8	54416.1544
240.4	-38.4		37	0.8	54418.3346
127.7	20.8		43	0.9	54418.6448
7.3	-49.9		35	0.9	54418.7781
188.7	11.3		25	0.7	54419.6781
284.4	-33.6		23	1.0	54420.2710
78.0	-10.8		21	0.5	54420.3360
119.9	-41.0		20	0.8	54421.0460
95.4	-38.6		61	0.3	54422.5719
188.6	-12.6		43	0.3	54422.7763
9.8	-35.7		32	0.8	54422.9947
33.4	-29.4		52	0.6	54425.4302
102.7	-38.5		31	0.9	54426.1813
270.2	-49.5		32	0.8	54427.1561
190.2	25.6		47	1.0	54427.9373
1.3	-19.3		31	0.5	54428.3967
281.7	-48.2		44	1.0	54428.8341
307.3	32.6		52	0.9	54428.9961
103.2	-27.6		26	0.9	54429.5668
66.0	-10.2		35	0.9	54430.2037
236.8	-7.3		59	0.4	54430.8234
243.1	37.1		39	0.9	54430.9975
69.0	-20.2		57	0.3	54431.3403
22.2	-9.4		24	0.5	54433.5602
214.4	16.0		33	0.8	54434.0556
238.3	-3.4		23	0.7	54434.1330
14.5	6.8		49	0.5	54434.1795
50.1	17.2		25	0.7	54434.3390
247.7	-49.5		22	0.6	54435.3609
61.6	-4.3		46	0.8	54436.4259
317.3	-41.6		34	0.9	54437.4158
310.5	-26.5		31	0.7	54437.9918
349.7	24.1		36	0.9	54438.0679
55.4	26.6		28	0.7	54438.3033
163.6	-10.1		46	0.8	54438.8337
152.0	24.9		40	0.8	54441.8639
122.5	-11.0		72	0.2	54442.4838
85.9	-55.9		58	0.3	54442.5254
2.2	-22.4		40	0.5	54442.5759
348.9	-59.5		47	0.6	54442.8986
230.6	-44.6		31	0.4	54443.2461
46.3	-71.0		48	0.2	54443.6339
211.5	-58.4		43	0.5	54443.6833
238.6	-63.7		33	0.4	54443.7679
182.4	23.2		51	0.3	54443.9499
197.4	-38.1		40	0.2	54444.0485
6.2	-4.0		39	0.4	54444.1899
300.0	-19.6		42	1.0	54444.3726
198.0	-17.1		31	0.4	54444.6178
329.2	-17.5		83	0.2	54445.2100
29.5	41.8		27	0.7	54445.3177
101.0	-37.6		40	0.3	54445.3885
137.4	-13.9		27	0.4	54445.4991
87.6	-46.0		37	0.9	54445.8177
247.8	-36.8		51	0.2	54446.1278
149.5	-40.5		71	0.8	54446.1309
90.4	25.8		50	0.3	54446.3382
55.3	1.2		76	0.9	54446.6134
199.7	12.6		24	0.3	54446.6140
216.3	12.0		33	0.3	54446.7568
153.1	-42.4		50	0.4	54447.8242
2.9	-22.4		47	0.2	54448.4201
61.0	-71.4		38	0.4	54448.4810
62.3	18.6		41	0.3	54448.5010
259.0	29.0		57	0.3	54448.8507
281.1	24.6		39	0.9	54449.2364
71.6	-9.3		46	0.3	54449.3335
353.3	-15.1		28	0.9	54450.0201
170.4	-16.5		39	0.9	54450.0392
226.7	23.3		43	0.7	54450.0439
24.8	-20.2		40	0.7	54450.6346
175.0	-60.6		46	0.2	54450.6534
267.1	-33.3		37	0.7	54450.9463
27.0	-35.4		45	0.3	54451.1376
330.1	18.5		38	0.4	54452.0494
235.4	-33.3		48	0.4	54452.6346
228.9	-76.7		56	0.2	54452.9554
336.1	18.5		41	0.3	54453.1061
261.0	4.8		38	0.4	54453.2098
19.0	-20.4		44	0.3	54453.2425
16.5	-3.2		37	0.5	54453.3116
112.6	-37.1		48	0.3	54453.3766
242.8	-33.9		54	0.8	54453.5600
191.0	-34.8		32	0.4	54453.8835
281.4	8.3		31	0.3	54453.9204
313.9	-3.1		32	0.9	54454.0231
185.3	-49.7		73	0.4	54454.0785
322.9	-19.8		40	0.5	54454.4518
142.9	12.4		74	0.3	54454.8198
85.2	8.4		36	0.5	54455.5124
257.2	-65.7		29	0.6	54455.6180
95.3	-14.9		48	0.4	54456.5674
114.9	-71.2		37	0.4	54456.6141
271.3	-34.6		34	0.3	54457.2396
226.8	-53.4		32	0.4	54457.2982
192.6	24.7		46	0.6	54457.7595
274.9	6.8		40	0.4	54457.9482
239.5	-19.6		60	0.6	54458.7545
307.4	6.7		26	0.6	54458.9427
356.1	-16.3		40	0.7	54459.1060
255.8	-44.0		45	0.2	54459.1505
243.0	-20.7		60	0.3	54459.1629
140.4	40.2		33	0.4	54459.5748
211.6	-51.2		46	0.3	54459.7859
268.3	-12.5		36	0.3	54460.0305
37.4	40.4		44	0.5	54460.1948
16.8	-24.5		49	0.4	54460.3316
18.3	-72.6		38	0.2	54460.6501
14.7	-17.8		29	0.8	54461.3842
111.5	-8.4		28	0.3	54461.7516
282.1	7.2		43	0.9	54462.1913
1.1	3.0		35	0.4	54462.2357
68.3	9.9		28	0.5	54462.3129
124.8	-22.5		61	0.2	54462.5488
138.3	-6.4		39	0.7	54462.7303
138.0	-16.9		32	0.3	54462.8324
196.0	-30.7		50	0.2	54462.9203
16.3	-17.8		28	0.5	54463.4794
96.6	-60.2		45	0.4	54463.4920
189.2	31.6		37	0.5	54463.5687
350.6	-47.6		31	0.5	54463.6270
195.3	9.5		32	0.5	54463.6671
313.1	-55.8		54	0.3	54463.7192
127.0	-33.6		19	0.6	54463.7808
242.9	8.0		47	0.5	54463.8128
100.4	-52.5		43	0.7	54463.8577
229.1	-78.6		58	0.2	54464.0527
101.4	-7.4		22	0.7	54464.2263
303.2	-52.2		30	0.7	54464.2672
213.3	-49.3		35	0.4	54464.4564
223.1	-59.9		48	0.7	54464.5413
304.4	-36.2		44	0.6	54464.6747
220.2	-47.2		38	0.3	54465.0659
121.9	35.1		22	0.8	54465.4082
331.2	-27.7		26	0.4	54465.4113
48.2	-32.8		35	0.3	54466.1390
36.9	-8.3		49	0.3	54466.2535
243.5	-68.5		42	0.3	54466.2707
123.6	-17.7		54	0.3	54466.4619
16.8	7.3		27	0.6	54466.4974
347.5	-85.8		32	0.3	54466.5148
114.8	12.1		63	0.9	54466.5671
117.2	-30.5		58	0.4	54466.7573
356.7	-56.1		28	0.5	54466.9055
339.0	40.5		38	0.4	54467.1039
35.2	9.8		58	0.3	54467.3045
123.6	5.7		32	0.5	54467.3536
83.3	-26.0		24	0.6	54467.3992
23.1	-27.9		37	0.3	54467.4178
301.9	-44.7		28	0.6	54467.5885
40.3	-49.8		50	0.4	54467.6849
268.4	-48.7		59	0.2	54468.1027
180.7	-17.2		51	0.4	54468.5295
309.2	40.3		26	0.8	54469.0634
344.9	12.0		35	0.2	54469.1172
105.7	2.1		43	0.3	54469.4924
229.4	-38.4		44	0.8	54470.4773
228.1	-3.7		50	0.6	54470.5894
184.3	-13.0		49	0.3	54470.6179
7.6	-42.6		58	0.8	54470.8702
236.6	43.1		35	0.9	54471.8525
10.2	-14.2		32	0.4	54472.1534
264.0	18.1		32	0.4	54472.8019
97.1	-65.9		57	0.3	54473.5953
162.4	-4.7		35	0.9	54473.7817
325.4	-8.3		44	0.3	54473.9289
24.1	-56.1		41	0.5	54474.0812
67.4	-1.2		31	0.4	54474.2840
12.9	-29.5		41	0.6	54474.2928
158.2	-16.1		40	0.4	54474.3908
329.5	-58.3		65	0.3	54474.3975
265.3	29.4		32	0.7	54474.9376
67.1	-52.7		34	0.7	54475.2419
128.8	13.9		19	0.8	54475.5671
298.5	41.3		36	0.3	54475.9501
351.3	-18.9		61	0.2	54476.0636
6.4	39.7		24	0.8	54476.1509
37.9	-24.3		57	0.2	54476.1575
174.5	-63.7		32	0.3	54476.4163
112.3	-36.5		28	0.5	54477.7166
234.8	-72.4		61	0.2	54477.7872
105.4	-46.6		51	0.2	54477.8473
340.1	7.3		53	0.4	54477.9303
323.4	-58.0		58	0.3	54477.9689
253.9	-16.3		49	0.4	54478.1778
310.0	-24.4		30	0.4	54478.3502
7.8	8.6		29	0.8	54478.3762
20.0	-50.3		41	0.5	54478.4288
127.3	-16.0		47	0.3	54478.4371
320.1	-17.9		31	0.4	54480.2071
101.2	-72.8		31	0.4	54480.2411
267.8	-25.7		48	0.5	54480.9508
7.9	-71.8		65	0.4	54481.9960
24.3	-1.2		35	0.4	54482.0925
66.1	-63.2		36	0.5	54483.1603
276.8	17.8		40	0.5	54484.0103
123.5	-19.5		52	0.5	54484.1869
48.7	36.7		21	0.4	54484.2850
146.1	10.2		46	0.5	54484.6243
267.2	-21.7		75	0.4	54484.7247
149.8	-34.5		32	0.3	54484.8453
232.9	-35.7		45	0.3	54484.9452
154.7	-45.8		25	0.8	54485.0161
341.4	10.8		77	0.6	54485.1760
28.2	-74.6		53	0.4	54485.2821
181.2	-37.9		78	0.4	54485.4728
340.4	-73.6		32	0.6	54485.4732
53.5	-31.6		62	0.3	54485.5473
204.1	6.9		36	0.4	54485.9247
250.0	-53.6		43	0.4	54485.9604
219.3	-59.8		21	0.7	54486.0794
260.4	-24.7		35	0.4	54486.1615
6.4	10.7		90	0.3	54486.1619
143.0	-51.9		65	0.4	54486.4670
258.5	-66.5		87	0.7	54486.5855
236.3	49.1		43	0.5	54487.7660
209.4	-6.7		57	0.4	54487.8855
349.1	5.4		41	0.5	54488.0611
262.3	-27.5		39	0.4	54488.0692
332.4	-26.1		34	0.4	54488.1697
40.7	5.1		45	0.3	54488.3469
127.8	-25.3		38	0.5	54488.7255
2.4	14.7		32	0.6	54489.0351
281.1	-55.3		52	0.2	54489.1941
248.0	-17.7		50	0.3	54489.8838
169.9	7.1		52	0.3	54493.4287
272.5	-62.7		33	0.7	54493.5117
247.0	14.9		54	0.7	54494.0172
207.4	-61.1		35	0.3	54494.9294
212.9	0.7		37	0.6	54495.7625
332.9	24.2		55	0.4	54496.9557
305.6	-35.1		29	0.8	54496.9588
24.7	-67.1		47	0.4	54497.2887
240.6	-56.7		31	0.6	54498.2797
71.8	-12.3		46	0.2	54498.3047
211.6	-42.1		35	0.5	54499.1770
194.2	-79.9		50	0.3	54499.3514
75.5	-58.6		40	0.2	54499.6167
204.2	-72.4		59	0.4	54499.6589
133.7	-65.4		55	0.2	54499.8079
308.9	-36.0		52	0.2	54499.8766
43.5	32.3		64	0.5	54500.0934
36.8	50.0		38	0.4	54500.1578
275.8	1.6		43	0.3	54500.7340
286.6	27.3		26	0.6	54500.7608
271.4	25.2		30	0.8	54500.9364
187.1	-46.1		40	0.3	54500.9398
293.2	19.1		36	0.6	54500.9635
142.6	-78.3		68	0.2	54500.9656
266.2	-37.6		38	0.4	54501.6336
96.8	-19.1		41	0.3	54501.6842
199.2	-31.6		33	0.5	54501.8312
147.6	14.2		51	0.2	54502.4680
133.5	-25.6		29	0.8	54502.5043
256.7	-6.3		38	0.3	54502.5411
153.9	-61.3		92	0.2	54502.8365
314.5	-24.4		84	0.1	54502.9198
265.8	9.1		30	0.5	54503.6184
261.0	-63.4		28	0.4	54503.7894
164.6	-27.2		31	0.5	54503.8248
298.4	36.2		27	1.0	54503.9247
344.3	9.8		42	0.3	54503.9871
111.9	-17.8		47	0.6	54504.1671
13.3	-26.0		46	0.3	54504.2610
25.9	-63.4		47	0.5	54504.5013
233.8	-24.6		92	0.2	54504.7123
304.2	12.2		38	0.4	54504.8282
79.0	-32.1		37	0.3	54505.1551
135.1	18.8		47	0.4	54505.6467
112.9	-53.0		29	0.4	54505.8506
270.6	-39.4		35	0.8	54505.8910
160.5	-44.0		32	0.4	54505.9240
294.9	-36.4		43	0.4	54506.1994
54.8	-19.8		43	0.4	54506.4966
283.5	41.0		45	0.4	54506.7840
31.0	-72.5		39	0.9	54506.8741
17.7	-2.9		70	0.7	54507.0497
357.2	-32.0		83	0.7	54507.0935
16.5	15.4		46	0.3	54507.2273
307.1	-41.4		31	0.4	54507.2996
261.8	8.5		39	0.4	54507.6087
85.5	-29.8		37	0.3	54507.6130
233.0	12.3		51	0.4	54507.8595
273.5	23.8		47	0.4	54508.0578
309.6	-24.9		41	0.5	54508.1241
34.9	-11.7		31	0.4	54508.1724
131.4	21.6		31	0.4	54508.4964
167.9	-2.8		56	0.2	54508.5517
166.8	3.9		40	0.4	54508.5853
105.4	-63.3		25	0.3	54508.7586
306.9	28.9		45	0.4	54509.8461
305.1	-7.8		50	0.4	54510.0223
2.6	-1.5		43	0.2	54510.0353
71.8	-5.4		42	0.5	54510.1376
63.4	-70.5		53	0.2	54510.3649
47.4	-57.3		40	0.5	54510.7151
264.6	31.8		30	0.6	54510.9008
31.8	22.5		33	0.8	54511.3810
93.5	-50.1		37	0.5	54511.6964
235.1	-30.0		42	0.9	54512.3606
214.5	-87.9		60	0.3	54512.4553
283.8	-20.3		35	0.3	54512.7130
212.4	-38.9		60	0.3	54512.7411
241.4	-61.6		52	0.2	54512.7687
156.4	-14.4		45	0.9	54512.7903
234.5	-52.2		33	0.4	54513.0931
35.6	-9.4		58	0.3	54513.2062
162.0	41.0		57	0.3	54513.3866
198.3	-33.0		30	0.6	54513.5463
263.4	32.2		28	0.8	54513.7876
305.6	3.3		47	0.2	54514.0656
40.4	-60.9		74	0.2	54514.0782
95.7	-66.5		42	0.4	54514.1767
92.2	-23.6		48	0.2	54514.2709
156.7	12.0		50	0.5	54514.3612
215.1	12.8		32	0.3	54514.7000
228.1	24.7		39	0.5	54514.7068
136.3	-63.2		43	0.3	54514.7537
322.0	-0.5		46	0.3	54514.8447
298.4	40.0		70	0.5	54514.9436
287.2	-10.9		67	0.5	54514.9700
330.5	37.4		32	0.8	54515.0414
86.9	-59.2		24	0.5	54515.0568
275.2	-15.9		25	0.7	54515.0652
66.1	25.1		44	0.5	54515.1491
